UPC,Description,Item_Max_Qty,Order_Threshold,replenishment_order_qty,Item_on_hand,Unit price,Order_placed,,
21026,SPACE OWL,7.0,3.0,6.0,2.0,4.95,Y,,
23346,SPACEBOY BEAKER,8.0,3.0,7.0,3.0,0.83,Y,,
22029,SPACEBOY BIRTHDAY CARD,16.0,5.0,15.0,11.0,0.85,Y,,
22975,SPACEBOY CHILDRENS EGG CUP,5.0,2.0,4.0,0.0,1.95,Y,,
23389,SPACEBOY MINI BACKPACK,6.0,2.0,6.0,1.0,8.47,Y,,
23392,SPACEBOY ROCKET LOLLY MAKERS,29.0,9.0,26.0,24.0,1.25,Y,,
10124A,SPOTS ON RED BOOKCOVER TAPE,14.0,5.0,12.0,9.0,12.75,Y,,
84665,SQUARE CHERRY BLOSSOM CABINET,10.0,3.0,9.0,5.0,14.13,Y,,
22785,SQUARECUSHION COVER PINK UNION JACK,15.0,5.0,13.0,10.0,8.95,Y,,
79161A,ST GEORGE SET OF 10 PARTY LIGHTS,9.0,3.0,8.0,4.0,32.95,Y,,
90158,ST TROPEZ NECKLACE,101.0,31.0,91.0,96.0,12.75,,,
22338,STAR DECORATION PAINTED ZINC ,11.0,4.0,10.0,6.0,1.25,Y,,
22155,STAR DECORATION RUSTIC,6.0,2.0,6.0,1.0,2.51,Y,,
21743,STAR PORTABLE TABLE LIGHT ,126.0,38.0,114.0,121.0,1.5,,,
23213,STAR WREATH DECORATION WITH BELL,8.0,3.0,7.0,3.0,0.83,Y,,
23427,STOOL HOME SWEET HOME ,8.0,3.0,7.0,3.0,3.29,Y,,
21937,STRAWBERRY   PICNIC BAG,21.0,7.0,19.0,16.0,0.29,Y,,
21232,STRAWBERRY CERAMIC TRINKET BOX,7.0,3.0,6.0,2.0,0.65,Y,,
20723,STRAWBERRY CHARLOTTE BAG,45.0,14.0,40.0,40.0,1.25,Y,,
22649,STRAWBERRY FAIRY CAKE TEAPOT,9.0,3.0,8.0,4.0,1.25,Y,,
21206,STRAWBERRY HONEYCOMB  GARLAND ,20.0,6.0,18.0,15.0,0.85,Y,,
22164,STRING OF STARS CARD HOLDER,14.0,5.0,12.0,9.0,1.25,Y,,
21935,SUKI  SHOULDER BAG,65.0,20.0,58.0,60.0,0.29,,,
22776,SWEETHEART CAKESTAND 3 TIER,8.0,3.0,7.0,3.0,8.95,Y,,
21231,SWEETHEART CERAMIC TRINKET BOX,11.0,4.0,10.0,6.0,0.65,Y,,
21473,SWEETHEART CREAM STEEL TABLE RECT,11.0,4.0,10.0,6.0,1.25,Y,,
22794,SWEETHEART WIRE MAGAZINE RACK,5.0,2.0,4.0,0.0,7.95,Y,,
22035,VINTAGE CARAVAN GREETING CARD ,11.0,4.0,10.0,6.0,1.63,Y,,
21033,taig adjust no stock,9.0,3.0,8.0,4.0,2.1,Y,,
22891,TEA FOR ONE POLKADOT,11.0,4.0,10.0,6.0,2.95,Y,,
22046,TEA PARTY  WRAPPING PAPER ,12.0,4.0,11.0,7.0,1.63,Y,,
22027,TEA PARTY BIRTHDAY CARD,15.0,5.0,13.0,10.0,0.85,Y,,
47567B,TEA TIME KITCHEN APRON,6.0,2.0,6.0,1.0,32.95,Y,,
47559B,TEA TIME OVEN GLOVE,7.0,3.0,6.0,2.0,35.95,Y,,
37500,TEA TIME TEAPOT IN GIFT BOX,7.0,3.0,6.0,2.0,14.95,Y,,
84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,6.0,2.0,6.0,1.0,2.1,Y,,
16046,TEATIME PEN CASE & PENS,10.0,3.0,9.0,5.0,1.25,Y,,
22355,test,8.0,3.0,7.0,3.0,2.1,Y,,
72140F,throw away,6.0,2.0,6.0,1.0,4.13,Y,,
84612B,thrown away,29.0,9.0,26.0,24.0,2.1,Y,,
90037B,TINY CRYSTAL BRACELET GREEN,5.0,2.0,4.0,0.0,2.1,Y,,
90037A,TINY CRYSTAL BRACELET RED,53.0,16.0,48.0,48.0,1.85,Y,,
22789,T-LIGHT HOLDER SWEETHEART HANGING,13.0,4.0,12.0,8.0,8.95,Y,,
22216,T-LIGHT HOLDER WHITE LACE,13.0,4.0,12.0,8.0,16.63,Y,,
21354,TOAST ITS - BEST MUM,13.0,4.0,12.0,8.0,10.95,Y,,
82581,TOILET METAL SIGN,7.0,3.0,6.0,2.0,29.17,Y,,
84519A,TOMATO CHARLIE+LOLA COASTER SET,7.0,3.0,6.0,2.0,4.13,Y,,
85049A,TRADITIONAL CHRISTMAS RIBBONS,11.0,4.0,10.0,6.0,2.1,Y,,
23569,TRADTIONAL ALPHABET STAMP SET,8.0,3.0,7.0,3.0,1.95,Y,,
23004,TRAVEL CARD WALLET PANTRY,7.0,3.0,6.0,2.0,8.5,Y,,
22995,TRAVEL CARD WALLET SUKI,10.0,3.0,9.0,5.0,1.95,Y,,
23000,TRAVEL CARD WALLET TRANSPORT,5.0,2.0,4.0,0.0,1.95,Y,,
22999,TRAVEL CARD WALLET VINTAGE LEAF,7.0,3.0,6.0,2.0,4.13,Y,,
22996,TRAVEL CARD WALLET VINTAGE TICKET,101.0,31.0,91.0,96.0,1.65,,,
23523,WALL ART TREASURE AHOY ,7.0,3.0,6.0,2.0,1.25,Y,,
23177,TREASURE ISLAND BOOK BOX,8.0,3.0,7.0,3.0,1.25,Y,,
20664,TROPICAL HOLIDAY PURSE ,6.0,2.0,6.0,1.0,8.47,Y,,
20619,TROPICAL PASSPORT COVER ,9.0,3.0,8.0,4.0,14.95,Y,,
90125C,TURQUOISE BERTIE GLASS BEAD CHARM,9.0,3.0,8.0,4.0,4.25,Y,,
35591T,TURQUOISE CHRISTMAS TREE ,9.0,3.0,8.0,4.0,9.98,Y,,
90122C,TURQUOISE CRYSTAL+GLASS BRACELET,6.0,2.0,6.0,1.0,8.47,Y,,
21735,TWO DOOR CURIO CABINET,10.0,3.0,9.0,5.0,1.25,Y,,
21922,UNION STRIPE WITH FRINGE  HAMMOCK,15.0,5.0,13.0,10.0,0.29,Y,,
22830,UTILTY CABINET WITH HOOKS,9.0,3.0,8.0,4.0,4.25,Y,,
17090D,VANILLA INCENSE 40 CONES IN TIN,5.0,2.0,4.0,0.0,12.75,Y,,
72802C,VANILLA SCENT CANDLE JEWELLED BOX,7.0,3.0,6.0,2.0,2.1,Y,,
21259,VICTORIAN SEWING BOX SMALL ,9.0,3.0,8.0,4.0,0.65,Y,,
23188,VINTAGE  2 METER FOLDING RULER,17.0,6.0,15.0,12.0,2.08,Y,,
35651,VINTAGE BEAD PINK SCARF ,17.0,6.0,15.0,12.0,1.65,Y,,
21069,VINTAGE BILLBOARD TEA MUG,757.0,228.0,681.0,752.0,0.0,,,
23313,VINTAGE CHRISTMAS BUNTING,7.0,3.0,6.0,2.0,0.83,Y,,
23373,VINTAGE CHRISTMAS PAPER GIFT BAG,6.0,2.0,6.0,1.0,4.25,Y,,
23311,VINTAGE CHRISTMAS STOCKING ,17.0,6.0,15.0,12.0,2.08,Y,,
23314,VINTAGE CHRISTMAS TABLECLOTH,6.0,2.0,6.0,1.0,0.83,Y,,
72760B,VINTAGE CREAM 3 BASKET CAKE STAND,11.0,4.0,10.0,6.0,2.1,Y,,
23061,VINTAGE ENGRAVED HEART,5.0,2.0,4.0,0.0,8.5,Y,,
21791,VINTAGE HEADS AND TAILS CARD GAME ,7.0,3.0,6.0,2.0,1.28,Y,,
20901,VINTAGE KEEPSAKE BOX PINK FLOWER,17.0,6.0,15.0,12.0,14.95,Y,,
21279,VINTAGE KITCHEN PRINT FRUITS,53.0,16.0,48.0,48.0,0.65,Y,,
21280,VINTAGE KITCHEN PRINT VEGETABLES,7.0,3.0,6.0,2.0,1.65,Y,,
20897,VINTAGE NOTEBOOK PARIS DAYS,8.0,3.0,7.0,3.0,16.95,Y,,
20898,VINTAGE NOTEBOOK TRAVELOGUE,7.0,3.0,6.0,2.0,16.95,Y,,
22655,VINTAGE RED KITCHEN CABINET,101.0,31.0,91.0,96.0,1.06,,,
21913,VINTAGE SEASIDE JIGSAW PUZZLES,10.0,3.0,9.0,5.0,0.85,Y,,
21758,VINTAGE SHELLS PRINT,11.0,4.0,10.0,6.0,0.65,Y,,
21790,VINTAGE SNAP CARDS,10.0,3.0,9.0,5.0,0.65,Y,,
22611,VINTAGE UNION JACK SHOPPING BAG,14.0,5.0,12.0,9.0,1.25,Y,,
82001S,VINYL RECORD FRAME SILVER,10.0,3.0,9.0,5.0,2.1,Y,,
84927A,WAKE UP COCKEREL TILE HOOK,9.0,3.0,8.0,4.0,3.36,Y,,
23527,WALL ART ANIMALS AND NATURE ,10.0,3.0,9.0,5.0,1.25,Y,,
23535,WALL ART BICYCLE SAFTEY ,12.0,4.0,11.0,7.0,3.36,Y,,
23531,WALL ART BIG LOVE ,11.0,4.0,10.0,6.0,1.25,Y,,
23521,WALL ART CAT AND BIRD ,11.0,4.0,10.0,6.0,4.25,Y,,
23541,WALL ART CLASSIC PUDDINGS ,11.0,4.0,10.0,6.0,1.95,Y,,
23529,WALL ART DOLLY GIRL ,9.0,3.0,8.0,4.0,1.25,Y,,
23524,WALL ART HORSE & PONY ,11.0,4.0,10.0,6.0,3.81,Y,,
23543,WALL ART KEEP CALM ,6.0,2.0,6.0,1.0,1.95,Y,,
23544,WALL ART MID CENTURY MODERN ,7.0,3.0,6.0,2.0,1.95,Y,,
23534,WALL ART STOP FOR TEA ,17.0,6.0,15.0,12.0,4.25,Y,,
23532,WALL ART WORK REST AND PLAY  ,5.0,2.0,4.0,0.0,1.25,Y,,
22166,WALL MIRROR RECTANGLE DIAMANTE PINK,65.0,20.0,58.0,60.0,1.25,,,
22120,WELCOME  WOODEN BLOCK LETTERS,53.0,16.0,48.0,48.0,0.85,Y,,
21187,WHITE BELL HONEYCOMB PAPER GARLAND ,12.0,4.0,11.0,7.0,2.51,Y,,
35598C,WHITE CHRISTMAS TREE 60CM,11.0,4.0,10.0,6.0,14.95,Y,,
90101,WHITE FRANGIPANI NECKLACE,6.0,2.0,6.0,1.0,29.17,Y,,
21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,45.0,14.0,40.0,40.0,0.65,Y,,
21264,WHITE GOOSE FEATHER TREE 60CM ,6.0,2.0,6.0,1.0,0.63,Y,,
85123A,WHITE HANGING HEART T-LIGHT HOLDER,11.0,4.0,10.0,6.0,2.55,Y,,
21189,WHITE HONEYCOMB PAPER GARLAND ,5.0,2.0,4.0,0.0,0.85,Y,,
22224,WHITE LOVEBIRD LANTERN,6.0,2.0,6.0,1.0,15.95,Y,,
21673,WHITE SPOT BLUE CERAMIC DRAWER KNOB,5.0,2.0,4.0,0.0,0.65,Y,,
21672,WHITE SPOT RED CERAMIC DRAWER KNOB,10.0,3.0,9.0,5.0,0.65,Y,,
35912B,WHITE/PINK CHICK DECORATION,7.0,3.0,6.0,2.0,29.17,Y,,
22696,WICKER WREATH LARGE,8.0,3.0,7.0,3.0,1.25,Y,,
84388,WISE MAN STAR SHAPE EGG PAN,7.0,3.0,6.0,2.0,14.13,Y,,
22210,WOOD STAMP SET BEST WISHES,65.0,20.0,58.0,60.0,6.95,,,
22947,WOODEN ADVENT CALENDAR RED,5.0,2.0,4.0,0.0,2.95,Y,,
22605,WOODEN CROQUET GARDEN SET,10.0,3.0,9.0,5.0,1.25,Y,,
82494L,WOODEN FRAME ANTIQUE WHITE ,5.0,2.0,4.0,0.0,2.1,Y,,
22779,WOODEN OWLS LIGHT GARLAND ,7.0,3.0,6.0,2.0,16.63,Y,,
23559,WOODLAND BUNNIES LOLLY MAKERS,11.0,4.0,10.0,6.0,5.06,Y,,
22331,WOODLAND PARTY BAG + STICKER SET,30.0,9.0,27.0,25.0,2.46,Y,,
23231,WRAP DOILEY DESIGN,5.0,2.0,4.0,0.0,0.79,Y,,
23230,WRAP ALPHABET DESIGN,18.0,6.0,16.0,13.0,0.83,Y,,
23549,WRAP BIRD GARDEN ,9.0,3.0,8.0,4.0,1.95,Y,,
16156L,WRAP CAROUSEL,8.0,3.0,7.0,3.0,14.95,Y,,
16169M,WRAP DAISY CARPET ,13.0,4.0,12.0,8.0,12.75,Y,,
16169K,WRAP FOLK ART,5.0,2.0,4.0,0.0,14.95,Y,,
16169P,WRAP GREEN RUSSIAN FOLKART ,53.0,16.0,48.0,48.0,12.75,Y,,
23548,WRAP MAGIC FOREST ,6.0,2.0,6.0,1.0,4.21,Y,,
23546,WRAP PAISLEY PARK ,10.0,3.0,9.0,5.0,5.06,Y,,
16161U,WRAP SUKI AND FRIENDS,25.0,8.0,22.0,20.0,14.95,Y,,
23232,WRAP VINTAGE PETALS  DESIGN,25.0,8.0,22.0,20.0,2.08,Y,,
22804,Wrongly mrked had 85123a in box,6.0,2.0,6.0,1.0,3.29,Y,,
22467,wrongly sold (22719) barcode,7.0,3.0,6.0,2.0,3.29,Y,,
85175,wrongly sold sets,6.0,2.0,6.0,1.0,4.25,Y,,
22912,YELLOW COAT RACK PARIS FASHION,6.0,2.0,6.0,1.0,2.94,Y,,
84898F,YELLOW FLOWERS FELT HANDBAG KIT,6.0,2.0,6.0,1.0,3.36,Y,,
84086B,YELLOW/BLUE RETRO RADIO,149.0,45.0,134.0,144.0,1.85,,,
37487B,YELLOW/ORANGE FLOWER DESIGN PLATE,6.0,2.0,6.0,1.0,8.29,Y,,
37491A,YELLOW/PINK CERAMIC CANDLE HOLDER,6.0,2.0,6.0,1.0,35.95,Y,,
23414,ZINC BOX SIGN HOME,8.0,3.0,7.0,3.0,3.36,Y,,
23088,ZINC HEART FLOWER T-LIGHT HOLDER,8.0,3.0,7.0,3.0,8.5,Y,,
20845,ZINC HEART LATTICE 2 WALL PLANTER,14.0,5.0,12.0,9.0,3.25,Y,,
23106,ZINC PLANT POT HOLDER,8.0,3.0,7.0,3.0,4.25,Y,,
23151,ZINC SWEETHEART SOAP DISH,9.0,3.0,8.0,4.0,4.21,Y,,
23145,ZINC T-LIGHT HOLDER STARS LARGE,6.0,2.0,6.0,1.0,2.1,Y,,
23144,ZINC T-LIGHT HOLDER STARS SMALL,53.0,16.0,48.0,48.0,5.88,Y,,
23143,ZINC WIRE KITCHEN ORGANISER,30.0,9.0,27.0,25.0,5.88,Y,,
12345,1 dozen Eggs,25.0,8.0,22.0,17.0,2.99,Y,,
12346,1/2 dozen Eggs,25.0,8.0,22.0,20.0,1.99,Y,,
12347,Banana ,105.0,32.0,94.0,95.0,0.39,,,
